Nome: SAO PAULO(MIR.de SANTANA)
Codigo Estacao: 83781
Latitude: -23.49638888
Longitude: -46.61999999
Altitude: 785.16
Situacao: Operante
Data Inicial: 2010-01-01
Data Final: 2025-05-25
Periodicidade da Medicao: Horaria

Data Medicao;Hora Medicao;CH (NUVENS ALTAS)(codigo);CL (NUVENS BAIXAS)(codigo);CM (NUVENS MEDIAS)(codigo);NEBULOSIDADE, HORARIA(décimos);PRECIPITACAO TOTAL, HORARIO(mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB);PRESSAO ATMOSFERICA AO NIVEL DO MAR, HORARIA(mB);TEMPERATURA DO AR - BULBO SECO, HORARIA(°C);TEMPERATURA DO AR - BULBO UMIDO, HORARIA(°C);TEMPERATURA DO PONTO DE ORVALHO(°C);UMIDADE RELATIVA DO AR, HORARIA(%);VENTO, DIRECAO HORARIA(codigo);VENTO, VELOCIDADE HORARIA(m/s);VISIBILIDADE, HORARIA(codigo)
2010-03-31;1800;null;5;null;10;0;924.3;1012.2;25.2;20.6;18.4;66;9;2.5;70
2010-04-01;0000;null;5;null;10;0;926;1014.4;20.8;18.6;17.6;82;9;4.3;50
2010-04-01;1200;0;2;2;8;0;926.9;1015.4;22.6;19.1;17.7;72;9;3.3;50
2010-04-01;1800;null;5;null;10;0;924.9;1013;23.8;20.5;18.9;74;9;3.3;50
2010-04-02;0000;null;5;null;10;0;925.9;1014.1;22.2;19.8;18.6;80;9;1.6;50
2010-04-02;1200;null;5;null;10;0;927;1015.5;20.7;18.6;17.5;82;9;3.3;20
2010-04-02;1800;0;4;2;9;0;924.2;1011.7;27.2;20.9;17.4;55;9;2.1;20
2010-04-03;0000;null;5;null;10;0;926.1;1014.5;22.2;20.3;19.4;84;14;1.8;10
2010-04-03;1200;null;5;null;10;5.3;926.8;1015.5;20.5;19.8;19.3;93;5;4.1;10
2010-04-03;1800;null;5;null;10;1;923.2;1012.5;22.9;21.1;20.4;86;14;1.1;5
2010-04-04;0000;null;5;null;10;47;925;1013.5;20.8;20.2;20;95;14;3;10
2010-04-04;1200;1;5;9;9;0;924.9;1013.2;22.5;21.2;20.6;89;32;1.3;70
2010-04-04;1800;null;5;null;10;2.4;922.6;1011.8;26.2;22.2;20.5;71;23;2.6;70
2010-04-05;0000;null;5;null;10;4;924.6;1012.8;21.2;20.2;19.7;91;18;1.3;50
2010-04-05;1200;null;5;null;10;4.4;926.8;1015.5;20;19.5;19.2;95;23;2.1;5
2010-04-05;1800;null;5;null;10;1.4;925.5;1015.2;20.5;19.2;18.6;89;23;6.3;10
2010-04-06;0000;null;5;null;10;1.8;926.9;1016;17.4;17.1;16.9;97;23;3.5;5
2010-04-06;1200;null;7;null;10;3.4;925.8;1015.1;16.2;15.6;15.2;94;23;3.3;20
2010-04-06;1800;null;7;null;10;18.2;926;1015.6;14.6;13.9;13.3;92;23;5.8;20
2010-04-07;0000;0;5;0;3;3.6;926.2;1015.9;13.6;12.4;11.5;87;18;2.3;50
2010-04-07;1200;0;5;2;8;.8;926.2;1014.6;16.2;14.8;13.7;85;23;2;60
2010-04-07;1800;null;5;null;10;1.2;925.3;1014.8;17.8;14.8;12.7;72;18;3.6;60
2010-04-08;0000;0;5;0;8;.2;926.7;1016.4;15;13.8;13;88;18;3.3;50
2010-04-08;1200;null;5;null;10;1.3;927.3;1017;16.1;14.5;13.4;84;18;3.3;20
2010-04-08;1800;null;7;null;10;0;926.6;1016.1;18.8;13.9;10.1;56;18;5.8;60
2010-04-09;0000;null;7;null;10;1;928.5;1018.2;15;14.3;13.9;93;18;4.1;50
2010-04-09;1200;null;7;null;10;1;930.8;1020.7;16.5;14.6;13.2;81;18;3;50
2010-04-09;1800;null;7;null;10;0;930.1;1019.8;18.4;15.6;13.9;75;18;3.3;60
2010-04-10;0000;null;7;null;10;2.4;931.5;1021.5;16;14.7;13.7;86;18;2;20
2010-04-10;1200;0;7;0;9;1.2;931;1020.8;16.9;15.1;14;83;14;3.5;20
2010-04-10;1800;0;8;0;9;0;928.8;1018.9;19.8;16.4;14.2;70;14;4;60
2010-04-11;0000;null;5;null;10;0;930.6;1020.3;16.8;15.1;14.1;84;14;2.5;50
2010-04-11;1200;0;9;0;9;0;930.1;1019.7;18.1;15.6;14;77;9;2.8;20
2010-04-11;1800;0;4;0;9;0;927.7;1018.1;21.2;17.1;14.6;66;14;3.5;50
2010-04-12;0000;null;5;null;10;0;930;1019.4;17.7;16.2;15.3;86;14;4.8;50
2010-04-12;1200;0;5;0;9;0;930.4;1020;17.4;15.3;13.9;80;9;3.1;20
2010-04-12;1800;0;2;0;7;0;927.3;1016.2;22.9;16.6;12.5;52;9;1.6;60
2010-04-13;0000;9;1;7;6;0;930.1;1019.6;18;16.2;15.1;83;14;4.3;50
2010-04-13;1200;9;5;3;5;0;932.4;1021.9;18.8;16;14.3;75;5;5.8;60
2010-04-13;1800;5;2;3;8;0;929.7;1018;24.5;18.1;14.3;53;9;2;60
2010-04-14;0000;9;1;3;5;0;931.5;1020.9;19.7;16.4;14.1;70;14;4.1;50
2010-04-14;1200;9;5;4;4;0;932.2;1021.5;18.9;16.5;15;78;5;5.8;60
2010-04-14;1800;9;2;7;6;0;928.9;1018.1;25.1;18.3;14.9;53;14;3;70
2010-04-15;0000;null;7;null;10;0;930.3;1019.5;19.9;17.7;16.5;81;18;2.5;50
2010-04-15;1200;9;5;6;9;0;929.5;1018.4;21;18.2;16.4;76;5;2.8;50
2010-04-15;1800;2;8;6;8;0;925.9;1015.6;27;19.9;16;51;23;2.6;50
2010-04-16;0000;9;0;7;7;0;927.4;1015.9;22.1;19.2;17.7;76;23;1.5;50
2010-04-16;1200;0;6;1;3;0;928;1016.5;21.4;18.3;16.6;74;5;.7;50
2010-04-16;1800;1;2;3;8;0;925;1014.9;28.3;18.5;12.2;37;23;3;70
2010-04-17;0000;9;1;7;7;0;927.3;1015.6;23.4;17.8;14.4;57;23;1.1;50
2010-04-17;1200;0;5;1;4;0;929.1;1017.5;22.2;18.2;16;68;23;.8;50
2010-04-17;1800;1;1;0;2;0;926.9;1017.2;28.6;16.7;7.8;27;9;3;70
2010-04-18;0000;0;0;0;0;0;929.9;1018.6;21.4;18.5;17;76;9;2.6;50
2010-04-18;1200;9;5;7;4;0;931.1;1020.1;20.8;16.8;14.2;66;9;4.1;70
2010-04-18;1800;1;2;0;5;0;927.9;1016.2;26.4;16.9;10.9;36;9;3.3;70
2010-04-19;0000;0;0;0;0;0;928.9;1017.7;21.4;17.6;15.3;68;14;2.3;50
2010-04-19;1200;1;1;1;6;0;928.6;1017.7;17.8;16.2;13.7;85;9;4.1;20
2010-04-19;1800;5;1;0;2;0;925.8;1013.8;28.5;19.2;13.6;40;32;3;50
2010-04-20;0000;0;0;0;0;0;926.8;1015.6;22.7;16.9;12.6;55;9;2;50
2010-04-20;1200;9;6;1;5;0;926.8;1015.2;21.8;17.9;15.4;67;0;0;10
2010-04-20;1800;0;1;0;7;0;923.4;1011.3;29.1;20.3;15.6;44;32;3.1;50
2010-04-21;0000;0;1;0;3;0;925.4;1013.4;23.8;19;16.1;62;9;1.5;50
2010-04-21;1200;0;0;4;1;0;926.6;1014.7;23.4;19.3;16.9;67;0;0;20
2010-04-21;1800;2;1;0;6;0;922.9;1010.7;29.7;20.4;15;41;27;4.1;60
2010-04-22;0000;0;5;0;2;0;924.7;1012.5;24.9;19.1;16.1;58;9;1.6;10
2010-04-22;1200;0;6;1;4;0;924.6;1012.3;24.4;20.6;18.8;71;0;0;50
2010-04-22;1800;0;1;7;8;0;921.9;1009.8;29.1;20.5;15.9;45;32;4.1;50
2010-04-23;0000;null;null;null;null;0;924.4;1012.1;23.8;20.3;18.4;72;36;1.1;50
2010-04-23;1200;7;7;3;10;0;924.5;1012.1;25.6;20.2;17.3;60;36;2;50
2010-04-23;1800;null;5;null;10;0;924.3;1012.8;26.8;21.3;18.4;60;27;2.3;50
2010-04-24;0000;null;5;null;10;18.6;927.2;1015.5;19.8;19.1;18.8;94;9;1.8;20
2010-04-24;1200;null;5;null;10;2.4;929.3;1018.3;20.3;18.5;17.7;85;18;1.6;50
2010-04-24;1800;null;5;null;10;0;925.9;1014.4;23;19.8;18.1;74;14;3.6;50
2010-04-25;0000;null;5;null;10;0;928.5;1017.2;21.8;20.1;19.4;86;18;2.5;50
2010-04-25;1200;null;5;null;10;0;928.5;1017;22.5;20.6;19.9;85;9;2.5;50
2010-04-25;1800;1;5;3;9;0;924;1011.5;28.7;23;20.4;61;5;2;70
2010-04-26;0000;0;5;1;5;0;925.2;1013.2;23.5;21.3;20.2;82;32;1;50
2010-04-26;1200;0;1;1;3;0;926;1013.6;25.1;21.6;19.9;73;36;.8;60
2010-04-26;1800;9;2;4;4;0;922.6;1010;28.8;20;15;43;32;5.3;70
2010-04-27;0000;0;1;3;5;0;924.5;1011.9;25;18.7;15;54;36;1.3;50
2010-04-27;1200;null;5;null;10;0;926;1013.7;24.5;20.2;18;67;36;1.6;70
2010-04-27;1800;null;7;null;10;1.9;925.3;1014;22.6;19.8;18.4;77;14;4.3;60
2010-04-28;0000;null;6;null;10;0;928;1016.6;18.8;17.6;16.8;88;14;2.6;20
2010-04-28;1200;null;5;null;10;0;929.2;1018.3;20;18.1;17;83;18;2.1;50
2010-04-28;1800;null;7;null;10;0;927.3;1016.4;23.5;19.1;15.1;63;18;2.1;50
2010-04-29;0000;null;5;null;10;0;928.7;1017.9;18.3;16.9;15.9;86;18;3;20
2010-04-29;1200;1;5;3;9;0;929.7;1019.1;19.1;16.8;15.4;79;14;3.3;60
2010-04-29;1800;null;7;null;10;0;927.4;1016.8;20.9;17.6;15.3;72;14;3.3;50
2010-04-30;0000;null;5;null;10;0;928.9;1018.3;17.1;14.7;13;77;18;3.3;50
2010-04-30;1200;1;1;0;4;0;927.7;1016.9;19.6;16.4;14;70;14;3;70
2010-04-30;1800;null;5;null;10;0;926;1014.8;22.2;17.6;14.9;64;14;3.3;50
2010-05-01;0000;0;1;0;6;0;928.4;1017.6;17.4;15.3;13.9;80;14;3;50
2010-05-01;1200;null;5;null;10;0;928.2;1017.7;17;14.8;13.3;79;9;1.6;50
2010-05-01;1800;0;2;0;4;0;925.4;1015.3;23.3;15.7;19.3;44;14;2.5;70
2010-05-02;0000;0;9;0;2;0;928.1;1022.4;17.9;16;10.2;82;18;1.1;50
2010-05-02;1200;0;1;1;3;0;928.4;1017.7;18.1;15.5;13.9;76;9;2.6;60
2010-05-02;1800;0;1;0;1;0;926.4;1016;25.6;17.5;12.1;43;0;0;70
2010-05-03;0000;0;0;0;0;0;929;1018.3;19.2;17.3;16.1;82;18;1.3;10
2010-05-03;1200;2;6;0;8;0;928.9;1018.1;18.5;16.4;15;80;9;3.3;50
2010-05-03;1800;0;1;7;4;0;925.6;1013.9;27.7;19.1;14.1;43;32;3.5;70
2010-05-04;0000;0;1;1;5;0;926.8;1015.6;22;17.7;15.1;65;27;2;50
2010-05-04;1200;0;0;4;1;0;926.3;1014.8;20.3;17.2;15.5;74;9;3.3;50
2010-05-04;1800;6;5;7;6;0;923.9;1012;27.7;19.3;14.3;44;36;3.3;70
2010-05-05;0000;0;1;7;6;0;924.7;1012.9;23.8;18.1;14.8;57;32;1.6;50
2010-05-05;1200;0;5;8;4;0;924.8;1012.8;21.9;17.7;15.5;67;32;1.8;50
2010-05-05;1800;7;1;7;8;0;922.9;1011.6;27.5;20.2;16.2;50;27;4.8;60
2010-05-06;0000;null;7;null;10;0;924.8;1013.2;20.4;19;18.2;87;14;2;10
2010-05-06;1200;0;0;0;0;0;927.6;1016.4;20.2;17.9;16.4;79;14;1.6;10
2010-05-06;1800;0;2;0;7;0;925.3;1013.1;27.6;20.1;16.2;50;36;5;60
2010-05-07;0000;0;0;0;0;0;927.2;1015.7;22.6;19.8;18.4;77;5;2.3;20
2010-05-07;1200;0;0;0;0;0;927.5;1016;21.7;18.5;16.7;73;9;1.6;10
2010-05-07;1800;0;1;8;4;0;924.8;1013;30.1;18.1;9.6;28;32;2;70
2010-05-08;0000;null;5;null;10;0;926.4;1014.8;21.4;18.8;17.4;78;9;3;10
2010-05-08;1200;null;6;null;10;0;925.9;1014.3;21.8;19.1;16.8;78;0;0;5
2010-05-08;1800;null;5;null;10;.6;923.4;1012.7;23;18.8;16.3;66;32;3.6;60
2010-05-09;0000;null;7;null;10;26.6;926.2;1014.9;17.8;17.3;17;95;23;1.6;50
2010-05-09;1200;null;5;null;10;11.5;927.6;1017.1;15.9;14.9;14.1;89;18;5;50
2010-05-09;1800;null;7;null;10;0;926.8;1017.9;18.9;15.9;14;73;14;2.3;70
2010-05-10;0000;null;5;null;10;0;928.9;1018.6;15.6;14;12.9;84;18;2.3;50
2010-05-10;1200;null;5;null;10;1.7;928.9;1018.8;14.2;13.2;12.6;90;23;2.3;5
2010-05-10;1800;0;8;2;8;.2;926.4;1016.1;18.2;14.8;15;66;18;2.6;50
2010-05-11;0000;null;5;null;10;0;927.4;1017.1;15.4;13.7;12.5;83;18;3;50
2010-05-11;1200;0;1;7;8;0;926.4;1016.1;14;12.7;11.7;86;9;1.3;10
2010-05-11;1800;0;4;0;7;0;923.1;1012.3;20.8;15.5;11.7;56;27;3;60
2010-05-12;0000;0;5;8;9;0;924.2;1013.7;16;14.7;13.1;83;9;1.8;10
2010-05-12;1200;0;1;0;2;0;923.1;1012.4;14.9;12.3;10.3;74;32;3;60
2010-05-12;1800;0;1;0;4;0;921.4;1011.5;18.2;11.3;4.4;40;32;6.3;70
2010-05-13;0000;0;0;0;0;0;924.3;1013.8;14.8;9.9;4.5;52;27;2.3;50
2010-05-13;1200;0;5;0;7;0;927.1;1017;13.4;11.1;9.1;75;32;4.6;50
2010-05-13;1800;0;4;0;6;0;925.7;1017;19.8;14.6;10.8;56;18;2.6;50
2010-05-14;0000;2;0;0;1;0;928.5;1018.3;16.2;13.5;11.4;73;18;1.5;50
2010-05-14;1200;0;6;9;10;.6;929.8;1019.6;15.8;15.1;14.5;92;9;1.1;5
2010-05-14;1800;6;5;9;10;0;927.8;1019.7;19.8;15.3;12.1;61;9;2.3;50
2010-05-15;0000;null;5;null;10;0;929.1;1018.8;16.2;14.9;13.9;86;9;1.6;10
2010-05-15;1200;null;6;null;10;0;928.9;1018.6;15.6;14.3;13.3;86;9;4.6;10
2010-05-15;1800;0;1;0;2;0;925.6;1017;23.8;18.1;14.8;57;0;0;60
2010-05-16;0000;0;0;0;0;0;927.2;1016.6;18.4;17.1;16.4;88;0;0;20
2010-05-16;1200;9;5;1;7;0;927.1;1016.4;16.9;15.3;14.4;85;0;0;5
2010-05-16;1800;0;0;7;10;0;925;1016.4;25.9;16.9;10.1;37;27;2.3;50
2010-05-17;0000;0;0;0;0;0;926.6;1015.7;20.5;14.9;10.6;53;0;0;50
2010-05-17;1200;null;5;null;10;0;929.3;1018.5;17.3;14.9;13.2;77;18;1.6;50
2010-05-17;1800;null;5;null;10;0;927.8;1018.6;21;17.5;15.3;70;9;2.5;50
2010-05-18;0000;null;5;null;10;0;928.1;1017.5;17.7;16.4;15.6;87;8;2.6;10
2010-05-18;1200;null;5;null;10;0;926.8;1016.1;17.4;15.9;15;86;18;5;20
2010-05-18;1800;null;5;null;10;0;924.4;1012.5;21.8;17.8;15.2;66;9;4.1;20
2010-05-19;0000;null;5;null;10;0;925.1;1013.7;20.5;17.9;16.3;77;5;3.3;10
2010-05-19;1200;null;7;null;10;9;924.3;1012.9;18.3;17.7;17.3;94;32;1.6;10
2010-05-19;1800;null;5;null;10;11;923.7;1012.5;18.1;17.1;16.5;90;32;2.5;10
2010-05-20;0000;0;4;0;5;0;924.6;1013.8;16;14.4;13.3;84;32;2.5;50
2010-05-20;1200;0;5;0;9;0;925.1;1014.7;14.1;11.9;10.1;77;32;3.3;60
2010-05-20;1800;0;2;0;8;0;924.5;1013.8;17.5;13.8;11.2;66;32;2.5;70
2010-05-21;0000;0;0;0;0;0;925.9;1015.6;15.2;12.5;10.4;73;23;1;50
2010-05-21;1200;null;5;null;10;0;926.8;1016.3;16.1;14.1;12.7;80;36;1.6;10
2010-05-21;1800;0;5;0;8;0;924.4;1013.6;19;15.7;13.4;70;23;1.5;60
2010-05-22;0000;0;5;0;9;0;926.1;1015.6;16.4;14.8;13.7;84;14;1.6;50
2010-05-22;1200;0;5;0;4;0;926.4;1015.8;17;15.3;14.3;84;0;0;20
2010-05-22;1800;null;8;null;10;0;923.6;1012.5;22.4;16.9;13.5;55;23;1.8;20
2010-05-23;0000;0;1;0;9;0;925.5;1014.8;17.2;16.1;15.4;89;18;1.3;20
2010-05-23;1200;null;5;null;10;0;925.9;1015.3;16.1;15.4;15;93;36;1.3;5
2010-05-23;1800;null;7;null;10;0;924.6;1014.5;19.8;17.6;16.4;81;23;3.3;60
2010-05-24;0000;null;5;7;4;0;925.6;1015;17.3;16.1;14;88;14;2.5;50
2010-05-24;1200;null;7;null;10;0;925.3;1014.5;16.2;15.2;14.4;89;9;4.3;10
2010-05-24;1800;null;7;null;10;0;923.5;1013.1;23.2;18.2;15.5;62;9;1.3;20
2010-05-25;0000;null;7;null;10;0;925.3;1014.3;19.7;18.2;17.5;87;14;2.1;10
2010-05-25;1200;null;5;null;10;0;926.3;1015.2;18.2;17.2;16.5;90;9;1.6;20
2010-05-25;1800;0;5;0;8;0;924.3;1012.5;25.7;19.6;16.5;57;27;1.6;50
2010-05-26;0000;null;5;null;10;0;926.8;1015.7;20.7;18.5;17.4;81;36;2.1;20
2010-05-26;1200;9;5;7;9;0;929.9;1019;19.1;16.7;15.2;78;14;2.5;50
2010-05-26;1800;1;5;4;8;0;928.3;1017;22.1;17.7;15;64;18;3.1;60
2010-05-27;0000;null;5;null;10;0;930.4;1019.8;18;16.8;16;88;14;3.3;10
2010-05-27;1200;5;5;2;9;2.6;932.8;1022.7;16.3;14.1;12.5;78;18;1.8;60
2010-05-27;1800;7;2;7;7;0;931.6;1023.2;17.8;15.5;14.1;79;14;4.1;60
2010-05-28;0000;0;5;7;4;0;932.1;1022.1;16;14.2;12.9;82;14;3.1;50
2010-05-28;1200;null;5;null;10;1.4;931.2;1021.1;15.6;14.7;14;90;9;2.6;10
2010-05-28;1800;7;2;7;8;0;929.2;1021.1;19.8;15.9;13.5;67;14;2.1;50
2010-05-29;0000;null;5;null;10;0;929.3;1019;16;14.8;13.8;87;14;2.1;10
2010-05-29;1200;null;5;null;10;0;929.1;1018.8;16;14.8;13.6;87;23;4.6;20
2010-05-29;1800;1;2;1;6;0;926.1;1014.9;23.4;18.3;15.5;61;15;1.6;70
2010-05-30;0000;0;0;0;0;0;926.7;1016;19.1;16.8;15.4;79;14;3.3;50
2010-05-30;1200;0;1;1;8;0;927.7;1016.9;18;15.8;14.1;79;23;1;70
2010-05-30;1800;5;1;3;8;0;923.9;1012.1;25.7;17.1;11.1;40;36;5;70
2010-05-31;0000;0;0;2;6;0;924.4;1012.9;21.8;16.5;12.9;57;36;2.6;50
2010-05-31;1200;0;1;0;4;0;927.5;1016.5;17.1;12.9;9.5;61;23;3.3;70
2010-05-31;1800;7;2;7;5;0;928.2;1017.8;18.6;13.4;9.1;54;14;4.1;70
2010-06-01;0000;null;5;null;10;.2;930.9;1020.9;13.8;13.1;12.7;93;9;4;50
2010-06-01;1200;null;7;null;10;.2;933.4;1023.9;14.5;12.7;11.3;81;14;3.6;20
2010-06-01;1800;null;5;null;10;0;930.9;1021.1;16.2;13.3;12;70;18;3;70
2010-06-02;0000;null;5;null;10;0;932;1022.4;13.2;11.5;10.2;82;9;4.1;50
2010-06-02;1200;null;5;null;10;0;932.2;1022.6;14.4;12.6;11.2;81;14;2.5;60
2010-06-02;1800;null;5;null;10;0;929.4;1019;19.8;14.9;11.3;58;18;3.6;60
2010-06-03;0000;null;5;null;10;0;931.8;1022;15.7;13.6;12.1;79;18;4;50
2010-06-03;1200;null;8;null;9;0;933.3;1023.4;16;14.1;12.7;81;9;3.3;20
2010-06-03;1800;9;5;1;6;0;931.1;1021.2;20;15.1;11.7;59;9;3.5;50
2010-06-04;0000;0;5;0;8;0;932.7;1022.8;16.2;14.9;13.9;86;9;1.6;20
2010-06-04;1200;8;5;5;5;0;931;1020.9;16.1;14.3;13;82;9;3.3;20
2010-06-04;1800;null;5;null;10;0;928.1;1018;22.4;17.3;14.3;60;36;2.1;50
2010-06-05;0000;null;null;null;10;.2;926.9;1016.2;18.7;15.9;14;74;5;3.1;50
2010-06-05;1200;null;5;null;10;10.6;925.5;1014.2;17.7;17.1;16.7;94;27;4;60
2010-06-05;1800;7;2;7;7;0;924.2;1013.8;20.9;15.5;11.8;56;32;4.8;70
2010-06-06;0000;5;4;7;8;0;927.8;1017.4;15.4;13.4;12;80;23;2.1;50
2010-06-06;1200;0;5;0;1;0;929.8;1020;12.5;9.5;6.6;67;32;1.6;70
2010-06-06;1800;0;5;0;1;0;927.8;1017.7;19.5;12.2;5.4;40;23;1.3;70
2010-06-07;0000;0;0;0;0;0;929.9;1020.2;14.2;11.9;10;76;18;1.3;50
2010-06-07;1200;0;5;0;1;0;931.4;1022;10.9;8.2;5.7;70;5;.5;60
2010-06-07;1800;0;0;0;0;0;929.5;1020.2;20.6;13.1;6.5;40;5;2.1;60
2010-06-08;0000;0;0;0;0;0;930.8;1021.4;14.6;12.7;11.2;80;18;1.6;50
2010-06-08;1200;0;5;0;2;0;932.1;1022.7;11.9;11.4;11;94;9;2.3;20
2010-06-08;1800;0;2;0;1;0;930.5;1020.3;19.4;14.7;11.4;60;14;1.8;50
2010-06-09;0000;null;7;null;10;0;932.8;1023.5;13.9;12.5;11.4;85;14;3;20
2010-06-09;1200;5;5;7;5;0;933.4;1023.9;14.4;12.2;10.4;77;9;3.6;20
2010-06-09;1800;5;5;7;5;0;929.8;1020.1;19.4;14.5;10.9;58;5;3;50
2010-06-10;0000;null;7;null;10;0;932.5;1022.7;15.2;13.5;13.3;83;14;2.8;20
2010-06-10;1200;null;5;null;10;0;932;1022.2;14.8;13.7;13;89;9;2.6;10
2010-06-10;1800;null;7;null;10;0;929.8;1020.2;19.2;15.8;13.4;69;18;2.1;10
2010-06-11;0000;null;7;null;10;0;932.4;1022.6;15;13.8;13;88;23;2.1;20
2010-06-11;1200;null;7;null;10;0;933.7;1024.2;14;12.4;11.2;83;18;2.5;50
2010-06-11;1800;null;7;null;10;0;932.8;1023.4;17.3;13.5;10.7;65;18;4.3;60
2010-06-12;0000;null;7;null;10;0;935;1025.7;13.5;12.2;11.2;86;23;2.6;20
2010-06-12;1200;null;5;null;10;.2;935.8;1026.8;12.4;11.7;11.3;93;9;4.6;10
2010-06-12;1800;null;7;null;10;0;932.6;1023.9;15.3;11.1;7.6;60;14;4;50
2010-06-13;0000;0;1;0;7;0;934.5;1025.5;12;10.4;9;82;9;3.3;50
2010-06-13;1200;0;5;7;3;0;933.4;1024.4;11;9.5;8;82;5;3.3;60
2010-06-13;1800;2;4;0;3;0;930;1020.9;17.5;11.9;7;50;9;2.6;70
2010-06-14;0000;0;5;0;4;0;931.6;1022.4;12.6;11.3;10.3;86;9;1.8;50
2010-06-14;1200;null;5;null;10;0;931.6;1022.3;12.2;10.9;9.2;82;9;5;20
2010-06-14;1800;2;0;1;3;0;928.2;1017.6;20.4;14.5;9.6;51;9;1;70
2010-06-15;0000;0;0;0;0;0;930.2;1020.4;15.4;13.3;11.8;79;0;0;50
2010-06-15;1200;null;6;null;10;0;931.5;1021.9;10.9;10.3;9.9;93;9;1.6;2
2010-06-15;1800;0;0;0;0;0;928.3;1017.7;22.8;15.6;10.3;45;36;2.3;50
2010-06-16;0000;0;0;0;0;0;929.9;1019.5;18.6;13.9;10.2;58;0;0;50
2010-06-16;1200;0;0;0;0;0;929.8;1019.5;14.6;12.1;10;74;0;0;10
2010-06-16;1800;0;0;0;0;0;926.5;1016.5;24.2;15.5;9;38;32;1.6;50
2010-06-17;0000;0;0;0;0;0;926.8;1016.2;19;13.4;8.6;51;32;2.1;50
2010-06-17;1200;9;0;8;5;0;928.1;1017.2;18.7;14.1;10;59;32;1.5;50
2010-06-17;1800;9;0;0;1;0;926.3;1014.5;26.2;16.7;10;36;32;2.5;50
2010-06-18;0000;0;0;0;0;0;927.7;1016.7;20;15.3;12;60;0;0;50
2010-06-18;1200;0;5;5;3;0;928.5;1017.7;16.7;14.1;12.5;76;5;1.3;20
2010-06-18;1800;0;0;2;8;0;925.1;1013.3;26.6;17.1;10.7;37;36;3.3;60
2010-06-19;0000;0;0;0;0;0;926.1;1015.2;19.7;15.5;12.7;64;36;2.1;50
2010-06-19;1200;1;0;2;8;0;925.7;1014.7;16.9;14.3;12.4;75;36;3.3;70
2010-06-19;1800;1;0;1;4;0;922.9;1010.9;27.3;16.3;8.2;30;27;4;70
2010-06-20;0000;0;0;0;0;0;923.5;1012;23;15;8.7;40;32;2.8;50
2010-06-20;1200;3;4;2;7;0;925.4;1013.4;22.8;14.7;8.5;40;27;2.5;70
2010-06-20;1800;0;4;2;7;0;922.4;1010;27.6;16.5;8.5;30;36;5;70
2010-06-21;0000;0;0;0;0;0;923.7;1011.7;22.5;16.2;11.9;51;32;1.3;50
2010-06-21;1200;0;5;0;9;0;926;1014.6;18.8;16.4;14.9;78;18;2;50
2010-06-21;1800;0;0;0;0;0;922.8;1011.1;21.9;17.6;15;65;18;2;20
2010-06-22;0000;0;0;0;0;0;925.2;1014.2;16.7;15.4;14.5;87;18;2.1;10
2010-06-22;1200;null;5;null;10;0;928.1;1017.7;16.3;14.8;13.8;85;14;1.6;50
2010-06-22;1800;null;7;null;10;1.1;927.7;1017.3;16.8;15.4;14.4;86;14;2.6;20
2010-06-23;0000;null;7;null;10;0;930.8;1020.9;15;13.7;12.9;87;18;2.3;50
2010-06-23;1200;null;7;null;10;.6;931.4;1021.5;14.8;13.3;12.3;85;14;5;70
2010-06-23;1800;1;5;5;8;0;929.3;1018.8;19.6;15.6;13.1;66;9;2.6;70
2010-06-24;0000;null;5;null;10;0;930.1;1020.1;15;13.9;12.7;86;14;4.1;20
2010-06-24;1200;null;5;null;10;0;931.1;1021.2;15.3;14.2;13.5;89;9;3.6;10
2010-06-24;1800;0;2;1;6;0;929.3;1018.3;24.9;18.9;15.5;56;9;1.6;50
2010-06-25;0000;0;0;0;0;0;930.9;1020.4;20.2;17.9;16.4;79;36;2;50
2010-06-25;1200;0;6;1;6;0;932.3;1021.9;16;15.2;14.5;91;23;1.6;10
2010-06-25;1800;0;2;1;6;0;930.6;1019.4;26.4;18.3;13.2;44;23;1.5;70
2010-06-26;0000;0;0;0;0;0;932.1;1021.7;20.4;16.4;13.8;66;14;1.6;50
2010-06-26;1200;0;0;0;0;0;932.7;1023.4;17.9;14.7;12.4;70;14;1.5;20
2010-06-26;1800;0;5;0;1;0;930.2;1019.3;22.8;18.2;15.4;63;18;3.5;20
2010-06-27;0000;0;0;0;0;0;930.7;1020.4;16.2;14.1;12.6;79;14;1.8;20
2010-06-27;1200;7;5;7;5;0;932.3;1022.5;13.8;12.5;11.5;86;5;3;20
2010-06-27;1800;0;5;0;1;0;929.1;1018.6;23.5;15.5;9.1;40;32;3.3;70
2010-06-28;0000;0;0;0;0;0;930.8;1020.7;18.5;13.8;9.6;59;23;1.1;50
2010-06-28;1200;0;0;0;0;0;932;1021.9;14.8;12.5;10.6;76;0;0;20
2010-06-28;1800;9;5;7;6;0;930.3;1019.4;24;15.8;9.6;40;32;2.3;60
2010-06-29;0000;0;0;0;0;0;932.3;1022.1;18.8;14.3;10.9;60;14;1.1;50
2010-06-29;1200;0;1;0;7;0;933.2;1022.9;17.1;14.9;13.4;79;9;3.5;20
2010-06-29;1800;1;5;0;3;0;930;1019.7;21.4;15.5;11.4;53;14;2.6;20
